XT,YT,ZT,XR,YR,ZR,COST,DIST21.000000,6.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21.000000,7.000000,6.000000,0.000000,0.000000,0.000000,0.000000,1.000000
21.000000,8.000000,6.000000,0.000000,0.000000,0.000000,0.000000,2.000000
21.000000,9.000000,6.000000,0.000000,0.000000,0.000000,0.000000,3.000000
21.000000,10.000000,6.000000,0.000000,0.000000,0.000000,0.000000,4.000000
21.000000,11.000000,6.000000,0.000000,0.000000,0.000000,0.000000,5.000000
21.000000,12.000000,6.000000,0.000000,0.000000,0.000000,0.000000,6.000000
21.000000,13.000000,6.000000,0.000000,0.000000,0.000000,0.000000,7.000000
21.000000,14.000000,6.000000,0.000000,0.000000,0.000000,0.000000,8.000000
21.000000,15.000000,6.000000,0.000000,0.000000,0.000000,0.000000,9.000000
21.000000,16.000000,6.000000,0.000000,0.000000,0.000000,0.000000,10.000000
20.000000,17.000000,6.000000,0.000000,0.000000,0.000000,0.000000,11.414213
19.000000,18.000000,6.000000,0.000000,0.000000,0.000000,0.000000,12.828426
18.000000,19.000000,6.000000,0.000000,0.000000,0.000000,0.000000,14.242640
17.000000,20.000000,6.000000,0.000000,0.000000,0.000000,0.000000,15.656853
16.000000,21.000000,6.000000,0.000000,0.000000,0.000000,0.000000,17.071066
16.000000,22.000000,6.000000,0.000000,0.000000,0.000000,0.000000,18.071066
16.000000,23.000000,6.000000,0.000000,0.000000,0.000000,0.000000,19.071066
16.000000,24.000000,6.000000,0.000000,0.000000,0.000000,0.000000,20.071066
16.000000,25.000000,6.000000,0.000000,0.000000,0.000000,0.000000,21.071066
16.000000,26.000000,6.000000,0.000000,0.000000,0.000000,0.000000,22.071066
16.000000,27.000000,6.000000,0.000000,0.000000,0.000000,0.000000,23.071066
16.000000,28.000000,6.000000,0.000000,0.000000,0.000000,0.000000,24.071066
16.000000,29.000000,6.000000,0.000000,0.000000,0.000000,0.000000,25.071066
16.000000,30.000000,6.000000,0.000000,0.000000,0.000000,0.000000,26.071066
16.000000,31.000000,6.000000,0.000000,0.000000,0.000000,0.000000,27.071066
16.000000,32.000000,6.000000,0.000000,0.000000,0.000000,0.000000,28.071066
16.000000,33.000000,6.000000,0.000000,0.000000,0.000000,0.000000,29.071066
16.000000,34.000000,6.000000,0.000000,0.000000,0.000000,0.000000,30.071066
17.000000,35.000000,6.000000,0.000000,0.000000,0.000000,0.000000,31.485279
18.000000,36.000000,6.000000,0.000000,0.000000,0.000000,0.000000,32.899494
19.000000,37.000000,6.000000,0.000000,0.000000,0.000000,0.000000,34.313709
19.000000,38.000000,6.000000,0.000000,0.000000,0.000000,0.000000,35.313709
20.000000,39.000000,6.000000,0.000000,0.000000,0.000000,0.000000,36.727924
20.000000,40.000000,6.000000,0.000000,0.000000,0.000000,0.000000,37.727924
20.000000,41.000000,5.000000,0.000000,0.000000,0.000000,2.250000,39.142139
21.000000,42.000000,4.000000,0.000000,0.000000,0.000000,8.250000,40.874191
20.000000,43.000000,3.000000,0.000000,0.000000,0.000000,19.500000,42.606243
19.000000,44.000000,2.000000,0.000000,0.000000,0.000000,37.500000,44.338295
20.000000,45.000000,3.000000,0.000000,0.000000,0.000000,55.500000,46.070347
20.000000,46.000000,3.000000,0.000000,0.000000,0.000000,78.000000,47.070347
20.000000,47.000000,4.000000,0.000000,0.000000,0.000000,99.000000,48.484562
19.000000,48.000000,5.000000,0.000000,0.000000,0.000000,113.000000,50.216614
18.000000,49.000000,6.000000,0.000000,0.000000,0.000000,117.500000,51.948666
17.000000,50.000000,6.000000,0.000000,0.000000,0.000000,119.750000,53.362881
16.000000,51.000000,6.000000,0.000000,0.000000,0.000000,119.750000,54.777096
15.000000,52.000000,6.000000,0.000000,0.000000,0.000000,119.750000,56.191311
14.000000,53.000000,6.000000,0.000000,0.000000,0.000000,119.750000,57.605526
13.000000,54.000000,6.000000,0.000000,0.000000,0.000000,119.750000,59.019741
12.000000,54.000000,6.000000,0.000000,0.000000,0.000000,119.750000,60.019741
11.000000,55.000000,6.000000,0.000000,0.000000,0.000000,119.750000,61.433956
10.000000,55.000000,6.000000,0.000000,0.000000,0.000000,119.750000,62.433956
9.000000,56.000000,6.000000,0.000000,0.000000,0.000000,119.750000,63.848171
8.000000,56.000000,6.000000,0.000000,0.000000,0.000000,119.750000,64.848175
7.000000,57.000000,6.000000,0.000000,0.000000,0.000000,119.750000,66.262390
6.000000,57.000000,6.000000,0.000000,0.000000,0.000000,119.750000,67.262390
