Computed,Computed sum,Measured forward,Measured backward,Measured forward sum,Measured backward sum
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,319.0,0.0,319.0,0.0
0.0,0.0,0.0,0.0,319.0,0.0
0.0,0.0,0.0,-446.0,319.0,-446.0
0.0,0.0,0.0,-411.0,319.0,-857.0
0.0,0.0,0.0,-1203.0,319.0,-2060.0
0.0,0.0,0.0,-1247.0,319.0,-3307.0
0.0,0.0,0.0,-1247.0,319.0,-4554.0
10.0,10.0,0.0,-1190.0,319.0,-5744.0
20.0,30.0,-383.0,-1222.0,-64.0,-6966.0
30.0,60.0,-661.0,-1214.0,-725.0,-8180.0
40.0,100.0,-967.0,-1246.0,-1692.0,-9426.0
50.0,150.0,-1225.0,-1216.0,-2917.0,-10642.0
60.0,210.0,-1439.0,-1217.0,-4356.0,-11859.0
60.0,270.0,-1582.0,-1274.0,-5938.0,-13133.0
60.0,330.0,-1730.0,-1217.0,-7668.0,-14350.0
60.0,390.0,-1979.0,-1119.0,-9647.0,-15469.0
60.0,450.0,-1922.0,-1090.0,-11569.0,-16559.0
60.0,510.0,-1752.0,-1211.0,-13321.0,-17770.0
60.0,570.0,-1885.0,-1124.0,-15206.0,-18894.0
60.0,630.0,-1941.0,-1162.0,-17147.0,-20056.0
60.0,690.0,-1710.0,-865.0,-18857.0,-20921.0
60.0,750.0,-1650.0,-619.0,-20507.0,-21540.0
50.0,800.0,-1515.0,-546.0,-22022.0,-22086.0
40.0,840.0,-1299.0,-366.0,-23321.0,-22452.0
30.0,870.0,-1136.0,0.0,-24457.0,-22452.0
20.0,890.0,-898.0,0.0,-25355.0,-22452.0
10.0,900.0,-507.0,0.0,-25862.0,-22452.0
0.0,900.0,-322.0,350.0,-26184.0,-22102.0
0.0,900.0,0.0,463.0,-26184.0,-21639.0
0.0,900.0,0.0,438.0,-26184.0,-21201.0
0.0,900.0,0.0,488.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
0.0,900.0,0.0,0.0,-26184.0,-20713.0
