Computed,Computed sum,Measured forward,Measured backward,Measured forward sum,Measured backward sum
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-258.0,0.0,-258.0
0.0,0.0,0.0,0.0,0.0,-258.0
0.0,0.0,0.0,0.0,0.0,-258.0
0.0,0.0,0.0,0.0,0.0,-258.0
0.0,0.0,0.0,0.0,0.0,-258.0
0.0,0.0,0.0,0.0,0.0,-258.0
0.0,0.0,0.0,0.0,0.0,-258.0
0.0,0.0,0.0,-250.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,0.0,0.0,0.0,-508.0
0.0,0.0,-236.0,0.0,-236.0,-508.0
0.0,0.0,0.0,0.0,-236.0,-508.0
0.0,0.0,0.0,0.0,-236.0,-508.0
0.0,0.0,0.0,0.0,-236.0,-508.0
0.0,0.0,0.0,0.0,-236.0,-508.0
0.0,0.0,-250.0,0.0,-486.0,-508.0
0.0,0.0,-233.0,0.0,-719.0,-508.0
0.0,0.0,-268.0,0.0,-987.0,-508.0
0.0,0.0,-275.0,0.0,-1262.0,-508.0
0.0,0.0,-255.0,0.0,-1517.0,-508.0
0.0,0.0,-257.0,0.0,-1774.0,-508.0
0.0,0.0,-346.0,0.0,-2120.0,-508.0
0.0,0.0,-265.0,0.0,-2385.0,-508.0
0.0,0.0,-340.0,0.0,-2725.0,-508.0
0.0,0.0,-328.0,0.0,-3053.0,-508.0
0.0,0.0,-354.0,0.0,-3407.0,-508.0
0.0,0.0,-320.0,0.0,-3727.0,-508.0
0.0,0.0,-304.0,0.0,-4031.0,-508.0
0.0,0.0,-355.0,0.0,-4386.0,-508.0
0.0,0.0,-410.0,0.0,-4796.0,-508.0
0.0,0.0,-324.0,0.0,-5120.0,-508.0
0.0,0.0,-450.0,0.0,-5570.0,-508.0
0.0,0.0,-273.0,0.0,-5843.0,-508.0
0.0,0.0,-388.0,0.0,-6231.0,-508.0
0.0,0.0,-348.0,0.0,-6579.0,-508.0
0.0,0.0,-486.0,0.0,-7065.0,-508.0
0.0,0.0,-335.0,0.0,-7400.0,-508.0
0.0,0.0,-460.0,0.0,-7860.0,-508.0
0.0,0.0,-345.0,-257.0,-8205.0,-765.0
0.0,0.0,-486.0,0.0,-8691.0,-765.0
0.0,0.0,-310.0,0.0,-9001.0,-765.0
0.0,0.0,-238.0,0.0,-9239.0,-765.0
0.0,0.0,-265.0,0.0,-9504.0,-765.0
0.0,0.0,-279.0,0.0,-9783.0,-765.0
0.0,0.0,-270.0,0.0,-10053.0,-765.0
0.0,0.0,-301.0,0.0,-10354.0,-765.0
0.0,0.0,-302.0,0.0,-10656.0,-765.0
0.0,0.0,-312.0,0.0,-10968.0,-765.0
0.0,0.0,-235.0,0.0,-11203.0,-765.0
0.0,0.0,0.0,0.0,-11203.0,-765.0
0.0,0.0,-250.0,0.0,-11453.0,-765.0
0.0,0.0,-274.0,0.0,-11727.0,-765.0
0.0,0.0,0.0,0.0,-11727.0,-765.0
0.0,0.0,-256.0,0.0,-11983.0,-765.0
0.0,0.0,0.0,0.0,-11983.0,-765.0
0.0,0.0,0.0,0.0,-11983.0,-765.0
0.0,0.0,0.0,0.0,-11983.0,-765.0
0.0,0.0,-242.0,0.0,-12225.0,-765.0
0.0,0.0,-242.0,0.0,-12467.0,-765.0
0.0,0.0,0.0,0.0,-12467.0,-765.0
0.0,0.0,0.0,0.0,-12467.0,-765.0
0.0,0.0,0.0,0.0,-12467.0,-765.0
0.0,0.0,-252.0,0.0,-12719.0,-765.0
0.0,0.0,-239.0,-297.0,-12958.0,-1062.0
0.0,0.0,-283.0,-268.0,-13241.0,-1330.0
0.0,0.0,0.0,0.0,-13241.0,-1330.0
0.0,0.0,-265.0,0.0,-13506.0,-1330.0
0.0,0.0,-320.0,0.0,-13826.0,-1330.0
0.0,0.0,-230.0,0.0,-14056.0,-1330.0
0.0,0.0,-244.0,-241.0,-14300.0,-1571.0
0.0,0.0,-348.0,-266.0,-14648.0,-1837.0
0.0,0.0,-324.0,-285.0,-14972.0,-2122.0
0.0,0.0,-349.0,-278.0,-15321.0,-2400.0
0.0,0.0,-451.0,-324.0,-15772.0,-2724.0
0.0,0.0,-461.0,-276.0,-16233.0,-3000.0
0.0,0.0,-351.0,-224.0,-16584.0,-3224.0
0.0,0.0,-289.0,0.0,-16873.0,-3224.0
0.0,0.0,0.0,0.0,-16873.0,-3224.0
0.0,0.0,0.0,0.0,-16873.0,-3224.0
0.0,0.0,0.0,0.0,-16873.0,-3224.0
0.0,0.0,0.0,0.0,-16873.0,-3224.0
0.0,0.0,0.0,0.0,-16873.0,-3224.0
0.0,0.0,0.0,0.0,-16873.0,-3224.0
0.0,0.0,0.0,0.0,-16873.0,-3224.0
0.0,0.0,0.0,0.0,-16873.0,-3224.0
