0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,4.0
5.0,0.0,0.0
15.0,0.0,0.0
40.0,0.0,66.0
80.0,23.0,278.0
135.0,178.0,1078.0
205.0,271.0,1112.0
290.0,415.0,1251.0
390.0,587.0,1378.0
495.0,728.0,1380.0
605.0,948.0,1429.0
715.0,1031.0,1351.0
825.0,1098.0,1433.0
935.0,1131.0,1424.0
1045.0,1135.0,1471.0
1155.0,1165.0,1416.0
1260.0,1335.0,1275.0
1360.0,1288.0,1162.0
1445.0,1393.0,654.0
1515.0,1348.0,363.0
1570.0,1308.0,326.0
1610.0,1145.0,124.0
1635.0,357.0,11.0
1645.0,99.0,0.0
1650.0,0.0,0.0
1650.0,0.0,0.0
1650.0,0.0,0.0
1650.0,0.0,0.0
1650.0,0.0,0.0
1650.0,0.0,0.0
1650.0,0.0,0.0
1650.0,0.0,0.0
1650.0,0.0,0.0
1650.0,0.0,0.0
1650.0,0.0,0.0
1650.0,0.0,0.0
1650.0,0.0,0.0
1650.0,0.0,0.0
1650.0,0.0,0.0
1650.0,0.0,0.0
1650.0,0.0,0.0
1655.0,0.0,0.0
1655.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,2.0
1660.0,0.0,0.0
1660.0,1.0,2.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
1660.0,0.0,0.0
